id,version,"created_at","updated_at",user_id,description_id,rss_log_id,num_views,"last_view",rank,"text_name","search_name","display_name","sort_name","citation",deprecated,synonym_id,correct_spelling_id,"notes","classification",ok_for_export,"author","lifeform",locked
16026,3,"2009-02-20 08:30:13","2013-03-19 03:00:06",34,NULL,147619,334,"2018-09-02 22:55:46",4,"Psathyrella prona","Psathyrella prona (Fr.) Gillet","**__Psathyrella prona__** (Fr.) Gillet","Psathyrella prona  (Fr.) Gillet","Hyménomycètes (Alençon): 618 (1878)",0,NULL,NULL,"",NULL,1,"(Fr.) Gillet"," ",0
16034,3,"2009-02-22 00:12:57","2015-05-14 14:46:30",1093,4869,135218,238,"2018-09-09 18:36:49",9,"Tomentella","Tomentella Pers. ex Pat.","**__Tomentella__** Pers. ex Pat.","Tomentella  Pers. ex Pat.","Hyménomyc. Eur. (Paris): 154 (1887) / Patouillard, N. 1887. Les Hyménomycètes d'Europe. :1-166",0,NULL,NULL,"http://www.indexfungorum.org/names/NamesRecord.asp?RecordID=18650
http://fr.mycobank.org/BioloMICS.aspx?Table=Mycobank&Rec=58690&Fields=All
-------------------------------------------------------------------------------","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Thelephorales_
Family: _Thelephoraceae_",1,"Pers. ex Pat."," ",0
16077,4,"2009-02-26 04:40:00","2016-12-03 02:09:02",1,1295,20586,472,"2018-07-24 23:58:16",4,"Agaricus agrinferus","Agaricus agrinferus Kerrigan & Callac","**__Agaricus agrinferus__** Kerrigan & Callac","Agaricus agrinferus  Kerrigan & Callac","_Mycologia_ **100**(6): 876–892 (2008)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Agaricaceae_",1,"Kerrigan & Callac"," ",0
16085,2,"2009-02-26 20:32:50","2017-06-30 12:36:40",1093,3699,323048,127,"2018-06-22 19:27:24",9,"Anthina","Anthina Fr.","**__Anthina__** Fr.","Anthina  Fr.","Novit. Fl. suec., Part. V Cont.: 79 (1819)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Ascomycota_",1,"Fr."," ",0
16087,5,"2009-02-26 20:54:39","2018-03-27 15:40:23",1093,NULL,150744,498,"2018-08-31 19:02:50",4,"Antrodia albida","Antrodia albida (Fr.) Donk","__Antrodia albida__ (Fr.) Donk","Antrodia albida  (Fr.) Donk","Persoonia 4(3): 339 (1966)",1,5327,NULL,"Sanctioned by Fries.

Habitat/range: On hardwoods, infrequently on conifers, causing a brown rot. In BC, known from two collections on Alnus in Kelowna and Populus in Quesnel. Elsewhere in western North America, known from AK and YT south to CA and NM.Basidiomata annual, pileate, reflexed or effuse; pileus rarely over 3 cm wide, tough, some as numerous imbricate pilei 8 cm or more wide with decurrent pores; pileus surface white to cream, matted tomentose, becoming zonate with concentric, alternating glabrous zones; context white, tough, rarely
Antrodia 44
Antrodia albobrunnea
(romell) ryvarden
Antrodia alpina
(litsch.) gilb. & ryvarden
over 3 mm thick; tubes white, up to 1.5 cm deep; pore surface white, cream to ochreous; pores variable, round to angular, 1–3 per millimetre, on vertical surfaces sinuous and so elongated as to appear lamellate.
Generative hyphae 2–5 ?m diameter, walls thin to thick; skeletal hyphae 3–6 ?m diameter; basidiospores cylindrical to narrowly ellipsoid, 10– 14 × 3.5–5.0 ?m.
Notes: The large basidiospores of A. albida and A. heteromorpha distinguish- es them from other Antrodia species on hardwoods. Antrodia heteromor- pha is distinguished by its context, which is typically 3–6 mm thick, and its basidiospores, which are 5–7 ?m wide.",NULL,1,"(Fr.) Donk"," ",0
16088,8,"2009-02-26 21:05:12","2018-03-27 16:03:25",1093,NULL,224808,568,"2018-09-09 16:42:10",4,"Antrodia serialis","Antrodia serialis (Fr.) Donk","__Antrodia serialis__ (Fr.) Donk","Antrodia serialis  (Fr.) Donk","Persoonia 4 (3): 340 (1966) [MB#326342]",1,4898,NULL,"Sanctioning name :
Polyporus serialis Fr., Systema Mycologicum 1: 370 (1821) [MB#449601]

Basionym :
Polyporus serialis Fr., Systema Mycologicum 1: 370 (1821) [MB#449601]

Literature :
Donk, M.A. 1966. Notes on European polypores - I. Persoonia. 4(3):337-343
http://www.mycobank.org/name/Antrodia%20serialis


Habitat/range: On conifers and hardwoods, causing a brown cubical rot. Widespread in the southern half of BC and on Haida Gwaii. Widespread elsewhere in western North America.Basidiomata effuse, some narrowly reflexed and nodulose, frequently imbri- cate, separable, often in patches 15–20 cm diameter on the cut ends of logs, or in larger patches on lower surfaces of logs and branches; taste slightly bitter; pileus surface ochreous to pale cinnamon brown, finely tomentose, becom- ing glabrous; context white to pale brownish yellow, tough, 1–4 mm thick; tubes pale brownish yellow, up to 5 mm deep (deeper if on nearly vertical surfaces, and tending also to be split down one side); pore surface white to pale brown, some with red tints caused by contaminating moulds; pores
2–3 per millimetre, round, edges thick. Generative hyphae 2–4 ?m diameter; skeletal hyphae predominate, 2–5 ?m
diameter; basidiospores cylindrical to narrowly ellipsoid, 6–10 × 2–4 ?m.
Notes: Antrodia serialis often grows on the ends of cut logs, from which it is practically impossible to remove except in small pieces. The larger basidi- ospores (8–12 × 3.0–4.5 ?m) of A. variiformis distinguish it from A. serialis. Antrodia albida also has pores 2–3 per millimetre and when on conifers can be confusingly similar to A. serialis, but A. albida has wider basidiospores. Basidiomata on hardwoods can be confusingly similar to A. oleracea. In A. oleracea, skeletal hyphae are rare in the trama.","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Polyporales_
Family: _Fomitopsidaceae_",1,"(Fr.) Donk"," ",0
16097,4,"2009-02-28 02:41:00","2017-07-23 00:07:05",1093,8399,188118,177,"2018-08-24 13:43:56",9,"Biscogniauxia","Biscogniauxia Kuntze","**__Biscogniauxia__** Kuntze","Biscogniauxia  Kuntze","Kuntze, Revis. gen. pl. (Leipzig) 2: 398 (1891)",0,3153,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Sordariomycetes_
Order: _Xylariales_
Family: _Graphostromataceae_",1,"Kuntze"," ",0
16111,2,"2009-03-05 00:30:05","2018-02-20 06:33:04",1093,3784,110016,148,"2018-09-09 01:58:57",9,"Botryobasidium","Botryobasidium Donk","**__Botryobasidium__** Donk","Botryobasidium  Donk","Medded. Nedl. Mycol. Ver. 18-20: 116 (1931)",0,6760,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Cantharellales_
Family: _Botryobasidiaceae_",1,"Donk"," ",0
16113,2,"2009-03-05 00:44:53","2018-02-20 06:27:41",1093,NULL,355802,69,"2018-07-01 02:36:00",4,"Botryobasidium danicum","Botryobasidium danicum Erikss. & Hjortstam","**__Botryobasidium danicum__** Erikss. & Hjortstam","Botryobasidium danicum  Erikss. & Hjortstam","",0,NULL,NULL,"",NULL,1,"Erikss. & Hjortstam"," ",0
16116,1,"2009-03-05 01:00:45","2009-03-05 01:00:45",1093,NULL,NULL,197,"2018-07-05 08:34:14",4,"Botryohypochnus isabellinus","Botryohypochnus isabellinus (Fries) Eriksson","**__Botryohypochnus isabellinus__** (Fries) Eriksson","Botryohypochnus isabellinus  (Fries) Eriksson",NULL,0,NULL,NULL,NULL,NULL,1,"(Fries) Eriksson"," ",0
16125,2,"2009-03-05 02:43:01","2013-12-30 05:39:37",1093,NULL,178569,290,"2018-09-04 18:11:48",4,"Calocera furcata","Calocera furcata (Fries) Fries","**__Calocera furcata__** (Fries) Fries","Calocera furcata  (Fries) Fries","Stirp. Agri. Femison. 5: 67 (1827)",0,NULL,NULL,"",NULL,1,"(Fries) Fries"," ",0
16129,5,"2009-03-06 03:13:59","2014-03-31 19:02:24",2,5495,149350,1340,"2018-09-05 20:25:56",4,"Leratiomyces percevalii","Leratiomyces percevalii (Berk. & Broome) Bridge & Spooner","**__Leratiomyces percevalii__** (Berk. & Broome) Bridge & Spooner","Leratiomyces percevalii  (Berk. & Broome) Bridge & Spooner","\"_Mycotaxon_ 103: 117\":http://www.cybertruffle.org.uk/cyberliber/59575/0103/0117.htm (2008)",0,3025,NULL,"\"Index Fungorum record 511257\":http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=511257
\"MycoBank ==#511257==\":http://www.mycobank.org/MB/511257
Kuo argues that _Stropharia riparia_ = _Leratiomyces percevalii_.  See Kuo, M. (2009, February). _Leratiomyces percevalii_. Retrieved from the MushroomExpert.Com Web site: http://www.mushroomexpert.com/leratiomyces_percevalii.html","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Strophariaceae_",1,"(Berk. & Broome) Bridge & Spooner"," ",0
16136,2,"2009-03-06 21:13:28","2013-03-26 03:39:55",1093,NULL,148282,89,"2018-08-19 06:32:11",4,"Rhytisma acerinum","Rhytisma acerinum (Persoon) Fries","**__Rhytisma acerinum__** (Persoon) Fries","Rhytisma acerinum  (Persoon) Fries","K. svenska Vetensk-Akad. Handl. 40: 104 (1819)",0,NULL,NULL,"",NULL,1,"(Persoon) Fries"," ",0
16142,4,"2009-03-06 21:56:06","2018-03-28 00:32:00",1093,NULL,146815,236,"2018-09-04 05:32:36",4,"Ceriporia purpurea","Ceriporia purpurea (Fr.) Donk","**__Ceriporia purpurea__** (Fr.) Donk","Ceriporia purpurea  (Fr.) Donk","Proc. K. Ned. Akad. Wet., Ser. C, Biol. Med. Sci. 74(1): 28 (1971)",0,NULL,NULL,"Habitat/range: On hardwoods and conifers, causing a white rot. In BC, on Alnus rubra at Langford (Victoria area), hardwood at Princeton, Pinus ponderosa at Penticton, and Populus tremuloides at Revelstoke. Elsewhere in western North America, known from AB and SK south to CA and NM.
Basidiomata effuse, typically in patches a few centimetres in diameter, an- nual, separable, ~ 1–2 mm thick; margin white, minutely tomentose, cottony, narrow to wide; context white, very thin; tubes pale to dark-brownish purple, up to 1 mm deep; pore surface cream, pink, dark red to vinaceus, some bruis- ing reddish, soft, waxy; pores round to angular, 3–4 per millimetre, edges even, finely granulose.Hyphae 2–6 ?m diameter with simple septa, walls thin to moderately thick, branches frequent; basidiospores allantoid, 5–8 (–9) × 2.0–2.5 ?m.

Polypores of British Columbia (Fungi: Basidiomycota)",NULL,1,"(Fr.) Donk"," ",0
16144,2,"2009-03-06 22:46:53","2018-04-06 09:20:19",1093,NULL,156107,208,"2018-07-10 17:03:52",4,"Ceriporiopsis gilvescens","Ceriporiopsis gilvescens (Bresadola) Domanski","**__Ceriporiopsis gilvescens__** (Bresadola) Domanski","Ceriporiopsis gilvescens  (Bresadola) Domanski","Acta Soc. Bot. Pol. 32(4): 731 (1963)",0,NULL,NULL,"",NULL,1,"(Bresadola) Domanski"," ",0
16162,3,"2009-03-09 08:14:12","2013-03-25 21:12:43",442,NULL,148221,433,"2018-09-06 12:21:51",4,"Clavaria falcata","Clavaria falcata Pers. : Fr.","**__Clavaria falcata__** Pers. : Fr.","Clavaria falcata  Pers. : Fr.","Neues Mag. Bot. 1: 118 (1794)",0,NULL,NULL,"",NULL,1,"Pers. : Fr."," ",0
16163,2,"2009-03-09 15:00:56","2017-02-25 04:44:16",34,NULL,312100,68,"2018-09-05 12:20:44",2,"Ramaria apiculata var. brunnea","Ramaria apiculata var. brunnea R.H. Petersen","**__Ramaria apiculata__** var. **__brunnea__** R.H. Petersen","Ramaria apiculata  {6var.  brunnea  R.H. Petersen","American Journal of Botany 59: 1042 (1972) [MB#348762]",0,NULL,NULL,"",NULL,1,"R.H. Petersen"," ",0
16164,2,"2009-03-10 11:29:33","2015-04-13 01:23:12",159,5204,150745,223,"2018-09-04 00:36:29",4,"Metatrichia floriformis","Metatrichia floriformis (Schwein.) Nann.-Bremek.","**__Metatrichia floriformis__** (Schwein.) Nann.-Bremek.","Metatrichia floriformis  (Schwein.) Nann.-Bremek.","Proc. K. Ned. Akad. Wet., Ser. C, Biol. Med. Sci. 88(1): 127 (1985)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Amoebozoa_
Phylum: _Mycetozoa_
Class: _Myxogastria_
Order: _Trichiales_
Family: _Trichiaceae_",1,"(Schwein.) Nann.-Bremek."," ",0
16178,2,"2009-03-14 19:47:23","2013-07-28 17:58:50",159,4828,160367,31,"2018-06-08 15:10:34",9,"Stemonitopsis","Stemonitopsis (Nann.-Bremek.) Nann.-Bremek.","**__Stemonitopsis__** (Nann.-Bremek.) Nann.-Bremek.","Stemonitopsis  (Nann.-Bremek.) Nann.-Bremek.","N. E. Nannenga-Bremekamp, Nederl. Myxomyceten 203. 1974.",0,NULL,NULL,"","Kingdom: _Protozoa_
Phylum: _Amoebozoa_
Class: _Myxogastrea_
Order: _Stemonitida_
Family: _Stemonitidaceae_",1,"(Nann.-Bremek.) Nann.-Bremek."," ",0
16179,2,"2009-03-14 19:47:23","2015-04-13 01:35:43",159,5205,103238,249,"2018-07-24 12:34:12",4,"Stemonitopsis typhina","Stemonitopsis typhina (F.H. Wigg.) Nann.-Bremek.","**__Stemonitopsis typhina__** (F.H. Wigg.) Nann.-Bremek.","Stemonitopsis typhina  (F.H. Wigg.) Nann.-Bremek.","Nederlandse Myxomyceten (Amsterdam): 209 (1975) [1974]",0,3628,NULL,"","Domain: _Eukarya_
Kingdom: _Amoebozoa_
Phylum: _Mycetozoa_
Class: _Myxogastria_
Order: _Stemonitales_
Family: _Stemonitidaceae_",1,"(F.H. Wigg.) Nann.-Bremek."," ",0
16210,2,"2009-03-20 01:00:07","2012-07-10 01:41:28",1093,3483,101896,162,"2018-07-30 03:26:42",9,"Rutstroemia","Rutstroemia P. Karst.","**__Rutstroemia__** P. Karst.","Rutstroemia  P. Karst.",NULL,0,NULL,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Leotiomycetes_
Order: _Helotiales_
Family: _Rutstroemiaceae_",1,"P. Karst."," ",0
16293,1,"2009-04-01 00:24:38","2009-04-01 00:24:38",919,NULL,NULL,106,"2018-06-22 20:47:58",4,"Taphrina deformans","Taphrina deformans","**__Taphrina deformans__**","Taphrina deformans",NULL,0,NULL,NULL,NULL,NULL,1,""," ",0
16300,3,"2009-04-03 02:58:53","2009-09-14 02:35:29",164,NULL,27289,31,"2017-09-16 23:23:23",2,"Contumyces rosella var. rosella","Contumyces rosella var. rosella","__Contumyces rosella__ var. __rosella__","Contumyces rosella  {6var.  !rosella","",1,2613,19347,"",NULL,1,""," ",0
16304,2,"2009-04-04 01:27:11","2015-04-13 01:11:38",159,5211,147094,85,"2018-06-22 22:51:19",4,"Comatricha alta","Comatricha alta Preuss","**__Comatricha alta__** Preuss","Comatricha alta  Preuss","Linnaea 24: 141 (1851)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Amoebozoa_
Phylum: _Mycetozoa_
Class: _Myxogastria_
Order: _Stemonitales_
Family: _Stemonitidaceae_",1,"Preuss"," ",0
16322,4,"2009-04-06 19:45:43","2012-01-06 15:27:16",1093,2260,31055,463,"2018-08-18 11:45:21",4,"Entoloma sericellum","Entoloma sericellum (Fr.) P. Kumm.","**__Entoloma sericellum__** (Fr.) P. Kumm.","Entoloma sericellum  (Fr.) P. Kumm.","Führ. Pilzk. (Zwickau): 97 (1871)",0,23,NULL,"","",1,"(Fr.) P. Kumm."," ",0
16351,6,"2009-04-09 22:38:04","2016-12-06 17:18:05",1093,NULL,62564,100,"2018-06-22 21:19:21",4,"Hemimycena pseudolactea","Hemimycena pseudolactea (Kühner) Singer","**__Hemimycena pseudolactea__** (Kühner) Singer","Hemimycena pseudolactea  (Kühner) Singer","Annls mycol. 41(1/3): 121 (1943)",0,6083,NULL,"Index Fungorum 
Hemimycena pseudolactea (Kühner) Singer, Annls mycol. 41(1/3): 121 (1943)

Synonymy:
Helotium pseudolacteum (Kühner) Redhead, Can. J. Bot. 60(10): 2005 (1982)
Marasmiellus pseudolacteus (Kühner) Singer, Lilloa 22: 298 (1951) [1949]
Mycena pseudolactea Kühner, Encyclop. Mycol. 10: 632 (1938)",NULL,1,"(Kühner) Singer"," ",0
16375,2,"2009-04-13 05:59:51","2017-08-01 00:25:30",991,5711,178002,115,"2018-07-29 01:35:00",4,"Cribraria cancellata","Cribraria cancellata (Batsch) Nann.-Bremek.","**__Cribraria cancellata__** (Batsch) Nann.-Bremek.","Cribraria cancellata  (Batsch) Nann.-Bremek.","Acta bot. neerl. 11: 22 (1962)",0,6455,NULL,"","Domain: _Eukarya_
Kingdom: _Amoebozoa_
Phylum: _Mycetozoa_
Class: _Myxogastria_
Order: _Physarales_
Family: _Cribrariaceae_",1,"(Batsch) Nann.-Bremek."," ",0
16379,3,"2009-04-13 15:39:43","2015-03-17 19:37:39",1093,4275,181995,153,"2018-06-22 18:06:25",9,"Hyphoderma","Hyphoderma Wallr.","**__Hyphoderma__** Wallr.","Hyphoderma  Wallr.","Fl. crypt. Germ. (Norimbergae) 2: 576 (1833) / Wallroth, C.F.W. 1833. Flora Cryptogamica Germaniae. 2:1-923",0,NULL,NULL,"http://www.indexfungorum.org/names/NamesRecord.asp?RecordID=17823
http://fr.mycobank.org/BioloMICS.aspx?Table=Mycobank&Rec=36229&Fields=All
------------------------------------------------------------------------","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Polyporales_
Family: _Meruliaceae_",1,"Wallr."," ",0
16382,6,"2009-04-13 16:20:20","2018-04-15 21:03:27",1093,NULL,92585,146,"2018-08-30 07:50:41",4,"Hyphoderma puberum","Hyphoderma puberum (Fr.) Wallr.","__Hyphoderma puberum__ (Fr.) Wallr.","Hyphoderma puberum  (Fr.) Wallr.","Fl. crypt. Germ. (Norimbergae) 2: 576 (1833) / Wallroth, C.F.W. 1833. Flora Cryptogamica Germaniae. 2:1-923",1,3467,NULL,"http://www.indexfungorum.org/names/NamesRecord.asp?RecordID=438503
http://fr.mycobank.org/BioloMICS.aspx?Table=Mycobank&Rec=13244&Fields=All
----------------------------------------------------------------------------","",1,"(Fr.) Wallr."," ",0
16387,3,"2009-04-13 17:48:06","2016-06-05 11:07:49",1093,NULL,93148,253,"2018-06-22 15:28:08",4,"Hyphodontia nespori","Hyphodontia nespori (Bres.) J. Erikss. & Hjortstam","**__Hyphodontia nespori__** (Bres.) J. Erikss. & Hjortstam","Hyphodontia nespori  (Bres.) J. Erikss. & Hjortstam","Cortic. N. Eur. (Oslo) 4: 655 (1976) / Eriksson, J.; Ryvarden, L. 1976. The Corticiaceae of North Europe. 4:547-886",0,NULL,NULL,"http://www.indexfungorum.org/names/NamesRecord.asp?RecordID=315551
http://www.mycobank.org/BioloMICS.aspx?Table=Mycobank&Rec=69382&Fields=All
------------------------------------------------------------------------------","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Hymenochaetales_
Family: _Schizoporaceae_",1,"(Bres.) J. Erikss. & Hjortstam"," ",0
16394,3,"2009-04-13 20:26:36","2016-06-05 11:07:19",1093,NULL,241099,154,"2018-09-09 19:31:17",4,"Hypochnicium punctulatum","Hypochnicium punctulatum (Cooke) J. Erikss.","**__Hypochnicium punctulatum__** (Cooke) J. Erikss.","Hypochnicium punctulatum  (Cooke) J. Erikss.","Eriksson, J. 1958. Studies in the Heterobasidiomycetes and Homobasidiomycetes - Aphyllophorales of Muddus National Park in North Sweden. Symbolae Botanicae Upsalienses. 16(1):1-172",0,NULL,NULL,"http://www.indexfungorum.org/names/NamesRecord.asp?RecordID=298818
http://www.mycobank.org/BioloMICS.aspx?Table=Mycobank&Rec=13383&Fields=All
-------------------------------------------------------------------------------","",1,"(Cooke) J. Erikss."," ",0
16397,3,"2009-04-13 20:46:55","2014-01-04 16:40:59",1093,NULL,179310,294,"2018-08-08 11:44:23",4,"Hypocrea pulvinata","Hypocrea pulvinata Fuckel","**__Hypocrea pulvinata__** Fuckel","Hypocrea pulvinata  Fuckel","Jb. nassau. Ver. Naturk. 23-24: 185 (1870) [1869-70]",0,NULL,NULL,"",NULL,1,"Fuckel"," ",0
16398,3,"2009-04-13 21:02:21","2017-12-03 16:53:35",1093,NULL,92193,374,"2018-08-17 15:24:41",4,"Hypocrea sulphurea","Hypocrea sulphurea (Schwein.) Sacc.","__Hypocrea sulphurea__ (Schwein.) Sacc.","Hypocrea sulphurea  (Schwein.) Sacc.","Syll. fung. (Abellini) 2: 535 (1883)",1,6601,NULL,"",NULL,1,"(Schwein.) Sacc."," ",0
16404,1,"2009-04-15 00:44:58","2009-04-15 00:44:58",991,NULL,NULL,221,"2018-09-02 15:22:00",4,"Inocybe citrifolia","Inocybe citrifolia Matheny nom. prov.","**__Inocybe citrifolia__** Matheny nom. prov.","Inocybe citrifolia  Matheny nom. prov.",NULL,0,NULL,NULL,NULL,NULL,1,"Matheny nom. prov."," ",0
16408,2,"2009-04-15 21:10:56","2017-04-04 16:06:51",1093,NULL,315342,79,"2018-06-22 23:33:36",4,"Inocybe grammata","Inocybe grammata auct.","**__Inocybe grammata__** auct.","Inocybe grammata  auct.",NULL,0,NULL,NULL,NULL,NULL,1,"auct."," ",0
16441,2,"2009-04-19 22:01:31","2014-01-01 03:57:44",369,5438,69663,381,"2018-09-03 20:55:09",4,"Peziza phyllogena","Peziza phyllogena Cooke","**__Peziza phyllogena__** Cooke","Peziza phyllogena  Cooke","Mycogr., Vol. 1. Discom. (London): 148, fig. 251 (1877)",0,3211,NULL,"","Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Discomycetes_
Order: _Pezizales_
Family: _Pyronemataceae_",1,"Cooke"," ",0
16462,1,"2009-04-21 19:28:44","2012-07-10 01:40:42",1093,3216,NULL,42,"2018-06-23 06:18:30",9,"Lasiosphaeria","Lasiosphaeria","**__Lasiosphaeria__**","Lasiosphaeria",NULL,0,NULL,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Sordariomycetes_
Order: _Sordariales_
Family: _Lasiosphaeriaceae_",1,""," ",0
16483,3,"2009-04-24 02:24:49","2017-03-18 21:20:32",242,2218,86094,828,"2018-09-05 11:58:59",16,"Amanita muscaria group","Amanita muscaria group","__Amanita muscaria__ group","Amanita muscaria   group","",1,3049,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Amanitaceae_",1,""," ",0
16492,4,"2009-04-24 05:37:41","2009-04-24 15:25:07",1196,NULL,22271,151,"2018-06-22 18:11:35",4,"Penicillium roqueforti","Penicillium roqueforti Thom","**__Penicillium roqueforti__** Thom","Penicillium roqueforti  Thom","Bulletin of the U.S. Department of Agriculture, Bureau Animal Industry 82: 35-36 (1906)",0,2535,NULL,"",NULL,1,"Thom"," ",0
16504,4,"2009-04-25 01:55:24","2012-12-04 14:55:25",1195,1348,22696,714,"2018-06-23 00:04:25",4,"Aspergillus fumigatus","Aspergillus fumigatus Fresen.","**__Aspergillus fumigatus__** Fresen.","Aspergillus fumigatus  Fresen.","Beitr. Mykol. 3:81(1863)",0,NULL,NULL,"","Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Eurotiomycetes_
Order: _Eurotiales_
Family: _Trichocomaceae_",1,"Fresen."," ",0
16515,2,"2009-04-27 18:04:56","2012-12-01 01:00:25",1187,3882,NULL,92,"2018-06-22 21:59:36",9,"Cladosporium","Cladosporium (Link ex Gray, 1821)","**__Cladosporium__** (Link ex Gray, 1821)","Cladosporium  (Link ex Gray, 1821)",NULL,0,NULL,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Dothideomycetes_
Order: _Capnodiales_
Family: _Davidiellaceae_",1,"(Link ex Gray, 1821)"," ",0
16516,3,"2009-04-27 18:04:57","2009-05-15 16:16:56",1187,1352,22388,1074,"2018-08-13 02:07:53",4,"Cladosporium sphaerospermum","Cladosporium sphaerospermum Penz","**__Cladosporium sphaerospermum__** Penz","Cladosporium sphaerospermum  Penz","_Cladosporium sphaerospermum_ Penz., Michelia 2(no. 8): 473 (1882)",0,NULL,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Dothideomycetes_
Order: _Capnodiales_
Family: _Davidiellaceae_",1,"Penz"," ",0
16590,2,"2009-05-03 15:56:56","2017-02-16 11:03:28",1193,3671,295833,96,"2018-07-21 10:51:47",9,"Alternaria","Alternaria Nees","**__Alternaria__** Nees","Alternaria  Nees","System der Pilze und Schwämme: 72 (1817)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Dothideomycetes_
Order: _Pleosporales_
Family: _Pleosporaceae_",1,"Nees"," ",0
16604,2,"2009-05-06 20:43:08","2010-04-12 01:23:38",123,1397,22729,1377,"2018-09-09 07:37:37",9,"Panaeolopsis","Panaeolopsis Singer","**__Panaeolopsis__** Singer","Panaeolopsis  Singer","Nova Hedwigia, Beih. 29: 367 (1969)",0,NULL,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Agaricaceae_",1,"Singer"," ",0
16624,3,"2009-05-13 19:26:44","2012-09-17 04:05:11",911,1405,22933,570,"2018-08-20 20:50:51",9,"Pseudobaeospora","Pseudobaeospora Singer","**__Pseudobaeospora__** Singer","Pseudobaeospora  Singer","Singer R. 1963. The delimitation of the genus Pseudobaeospora. Mycologia 55: 13-17",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Tricholomataceae_",1,"Singer"," ",0
16630,2,"2009-05-15 03:02:45","2009-12-10 04:53:30",766,1407,22954,1057,"2018-07-22 06:54:34",4,"Aspergillus flavus","Aspergillus flavus Link","**__Aspergillus flavus__** Link","Aspergillus flavus  Link","Mag.Gesell.naturf.Frevnde,Berlin 3(1-2):16 (1809)",0,NULL,NULL,NULL,"Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Eurotiomycetes_
Order: _Eurotiales_
Family: _Trichocomaceae_",1,"Link"," ",0
